x,y
0.000000000,0.000000000
0.100000000,0.066651034
0.200000000,0.133005651
0.300000000,0.198768751
0.400000000,0.263647865
0.500000000,0.327354457
0.600000000,0.389605204
0.700000000,0.450123258
0.800000000,0.508639477
0.900000000,0.564893621
1.000000000,0.618635510
1.100000000,0.669626139
1.200000000,0.717638736
1.300000000,0.762459774
1.400000000,0.803889922
1.500000000,0.841744926
1.600000000,0.875856433
1.700000000,0.906072740
1.800000000,0.932259465
1.900000000,0.954300148
2.000000000,0.972096767
2.100000000,0.985570175
2.200000000,0.994660452
2.300000000,0.999327171
2.400000000,0.999549577
2.500000000,0.995326681
2.600000000,0.986677264
2.700000000,0.973639793
2.800000000,0.956272248
2.900000000,0.934651869
3.000000000,0.908874808
3.100000000,0.879055703
3.200000000,0.845327170
3.300000000,0.807839209
3.400000000,0.766758540
3.500000000,0.722267863
3.600000000,0.674565040
3.700000000,0.623862221
3.800000000,0.570384896
3.900000000,0.514370895
4.000000000,0.456069330
4.100000000,0.395739486
4.200000000,0.333649668
4.300000000,0.270076008
4.400000000,0.205301237
4.500000000,0.139613430
4.600000000,0.073304718
4.700000000,0.006669999
4.800000000,-0.059994385
4.900000000,-0.126391954
5.000000000,-0.192227421
5.100000000,-0.257207993
5.200000000,-0.321044683
5.300000000,-0.383453589
5.400000000,-0.444157161
5.500000000,-0.502885430
5.600000000,-0.559377214
5.700000000,-0.613381277
5.800000000,-0.664657446
5.900000000,-0.712977681
6.000000000,-0.758127087
6.100000000,-0.799904870
6.200000000,-0.838125233
6.300000000,-0.872618197
6.400000000,-0.903230362
6.500000000,-0.929825586
6.600000000,-0.952285592
6.700000000,-0.970510493
6.800000000,-0.984419239
6.900000000,-0.993949971
7.000000000,-0.999060306
7.100000000,-0.999727514
7.200000000,-0.995948629
7.300000000,-0.987740457
7.400000000,-0.975139502
7.500000000,-0.958201804
7.600000000,-0.937002690
7.700000000,-0.911636440
7.800000000,-0.882215864
7.900000000,-0.848871806
8.000000000,-0.811752555
8.100000000,-0.771023194
8.200000000,-0.726864857
8.300000000,-0.679473930
8.400000000,-0.629061176
8.500000000,-0.575850795
8.600000000,-0.520079429
8.700000000,-0.461995112
8.800000000,-0.401856162
8.900000000,-0.339930035
9.000000000,-0.276492135
9.100000000,-0.211824590
9.200000000,-0.146214997
9.300000000,-0.079955141
9.400000000,-0.013339701
9.500000000,0.053335066
9.600000000,0.119772635
9.700000000,0.185677539
9.800000000,0.250756678
9.900000000,0.314720626
10.000000000,0.377284915
10.100000000,0.438171303
10.200000000,0.497109009
10.300000000,0.553835920
10.400000000,0.608099754
10.500000000,0.659659183
10.600000000,0.708284907
10.700000000,0.753760671
10.800000000,0.795884232
10.900000000,0.834468253
11.000000000,0.869341139
11.100000000,0.900347800
11.200000000,0.927350339
11.300000000,0.950228669
11.400000000,0.968881042
11.500000000,0.983224506
11.600000000,0.993195270
11.700000000,0.998748993
11.800000000,0.999860973
11.900000000,0.996526268
12.000000000,0.988759705
12.100000000,0.976595827
12.200000000,0.960088730
12.300000000,0.939311825
12.400000000,0.914357514
12.500000000,0.885336776
12.600000000,0.852378676
12.700000000,0.815629788
12.800000000,0.775253545
12.900000000,0.731429513
13.000000000,0.684352591
13.100000000,0.634232145
13.200000000,0.581291075
13.300000000,0.525764826
13.400000000,0.467900340
13.500000000,0.407954959
13.600000000,0.346195278
13.700000000,0.282895961
13.800000000,0.218338519
13.900000000,0.152810060
14.000000000,0.086602007
14.100000000,0.020008809
14.200000000,-0.046673374
14.300000000,-0.113147987
14.400000000,-0.179119396
14.500000000,-0.244294207
14.600000000,-0.308382566
14.700000000,-0.371099455
14.800000000,-0.432165951
14.900000000,-0.491310473
15.000000000,-0.548269987
15.100000000,-0.602791178
15.200000000,-0.654631573
15.300000000,-0.703560621
15.400000000,-0.749360721
15.500000000,-0.791828185
15.600000000,-0.830774147
15.700000000,-0.866025404
15.800000000,-0.897425181
15.900000000,-0.924833835
16.000000000,-0.948129471
16.100000000,-0.967208486
16.200000000,-0.981986030
16.300000000,-0.992396383
16.400000000,-0.998393246
16.500000000,-0.999949950
16.600000000,-0.997059571
16.700000000,-0.989734965
16.800000000,-0.978008705
16.900000000,-0.961932942
17.000000000,-0.941579171
17.100000000,-0.917037909
17.200000000,-0.888418300
17.300000000,-0.855847624
17.400000000,-0.819470733
17.500000000,-0.779449405
17.600000000,-0.735961629
17.700000000,-0.689200806
17.800000000,-0.639374897
17.900000000,-0.586705493
18.000000000,-0.531426831
18.100000000,-0.473784752
18.200000000,-0.414035607
18.300000000,-0.352445120
18.400000000,-0.289287201
18.500000000,-0.224842735
18.600000000,-0.159398324
18.700000000,-0.093245020
18.800000000,-0.026677027
18.900000000,0.040009607
19.000000000,0.106518305
19.100000000,0.172553285
19.200000000,0.237820867
19.300000000,0.302030787
19.400000000,0.364897485
19.500000000,0.426141372
19.600000000,0.485490078
19.700000000,0.542679662
19.800000000,0.597455784
19.900000000,0.649574838
20.000000000,0.698805034
20.100000000,0.744927432
20.200000000,0.787736910
20.300000000,0.827043081
20.400000000,0.862671140
20.500000000,0.894462637
20.600000000,0.922276186
20.700000000,0.945988092
20.800000000,0.965492900
20.900000000,0.980703866
21.000000000,0.991553344
21.100000000,0.997993081
21.200000000,0.999994439
21.300000000,0.997548516
21.400000000,0.990666191
21.500000000,0.979378072
21.600000000,0.963734359
21.700000000,0.943804626
21.800000000,0.919677506
21.900000000,0.891460299
22.000000000,0.859278497
22.100000000,0.823275221
22.200000000,0.783610589
22.300000000,0.740461001
22.400000000,0.694018358
22.500000000,0.644489204
22.600000000,0.592093810
22.700000000,0.537065193
22.800000000,0.479648084
22.900000000,0.420097834
23.000000000,0.358679281
23.100000000,0.295665571
23.200000000,0.231336947
23.300000000,0.165979496
23.400000000,0.099883885
23.500000000,0.033344059
23.600000000,-0.033344059
23.700000000,-0.099883885
23.800000000,-0.165979496
23.900000000,-0.231336947
24.000000000,-0.295665571
24.100000000,-0.358679281
24.200000000,-0.420097834
24.300000000,-0.479648084
24.400000000,-0.537065193
24.500000000,-0.592093810
24.600000000,-0.644489204
24.700000000,-0.694018358
24.800000000,-0.740461001
24.900000000,-0.783610589
25.000000000,-0.823275221
25.100000000,-0.859278497
25.200000000,-0.891460299
25.300000000,-0.919677506
25.400000000,-0.943804626
25.500000000,-0.963734359
25.600000000,-0.979378072
25.700000000,-0.990666191
25.800000000,-0.997548516
25.900000000,-0.999994439
26.000000000,-0.997993081
26.100000000,-0.991553344
26.200000000,-0.980703866
26.300000000,-0.965492900
26.400000000,-0.945988092
26.500000000,-0.922276186
26.600000000,-0.894462637
26.700000000,-0.862671140
26.800000000,-0.827043081
26.900000000,-0.787736910
27.000000000,-0.744927432
27.100000000,-0.698805034
27.200000000,-0.649574838
27.300000000,-0.597455784
27.400000000,-0.542679662
27.500000000,-0.485490078
27.600000000,-0.426141372
27.700000000,-0.364897485
27.800000000,-0.302030787
27.900000000,-0.237820867
28.000000000,-0.172553285
28.100000000,-0.106518305
28.200000000,-0.040009607
28.300000000,0.026677027
28.400000000,0.093245020
28.500000000,0.159398324
28.600000000,0.224842735
28.700000000,0.289287201
28.800000000,0.352445120
28.900000000,0.414035607
29.000000000,0.473784752
29.100000000,0.531426831
29.200000000,0.586705493
29.300000000,0.639374897
29.400000000,0.689200806
29.500000000,0.735961629
29.600000000,0.779449405
29.700000000,0.819470733
29.800000000,0.855847624
29.900000000,0.888418300
30.000000000,0.917037909
30.100000000,0.941579171
30.200000000,0.961932942
30.300000000,0.978008705
30.400000000,0.989734965
30.500000000,0.997059571
30.600000000,0.999949950
30.700000000,0.998393246
30.800000000,0.992396383
30.900000000,0.981986030
31.000000000,0.967208486
31.100000000,0.948129471
31.200000000,0.924833835
31.300000000,0.897425181
31.400000000,0.866025404
31.500000000,0.830774147
31.600000000,0.791828185
31.700000000,0.749360721
31.800000000,0.703560621
31.900000000,0.654631573
32.000000000,0.602791178
32.100000000,0.548269987
32.200000000,0.491310473
32.300000000,0.432165951
32.400000000,0.371099455
32.500000000,0.308382566
32.600000000,0.244294207
32.700000000,0.179119396
32.800000000,0.113147987
32.900000000,0.046673374
33.000000000,-0.020008809
33.100000000,-0.086602007
33.200000000,-0.152810060
33.300000000,-0.218338519
